encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
places,fruits,replace,0,left,1,lure,faces,1,5,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/angela_merkel.png,stimuli/images/places/royal_albert_hall.png
places,faces,replace,1,left,1,replacement,fruits,2,5,0,stimuli/images/places/flatiron_building.png,stimuli/images/faces/rand_paul.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/fruits/cut_cantaloupe.png
faces,fruits,maintain,2,right,1,novel,NA,3,4,0,stimuli/images/faces/mila_kunis.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_pears04.png
fruits,faces,replace,1,right,1,replacement,places,4,5,0,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/matterhorn.png,stimuli/images/places/matterhorn.png
fruits,places,replace,2,left,1,uncued,faces,5,5,0,stimuli/images/fruits/gala_apple.png,stimuli/images/places/glass_bridge.png,stimuli/images/faces/justin_bieber.png,stimuli/images/places/glass_bridge.png
places,faces,maintain,3,left,1,novel,NA,6,3,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/mountain_range.png
fruits,faces,suppress,2,left,1,uncued,NA,7,3,0,stimuli/images/fruits/watermelon.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/scarlett_johansson.png
fruits,faces,maintain,3,left,1,novel,NA,8,4,0,stimuli/images/fruits/pear03.png,stimuli/images/faces/joe_biden.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/hope_solo.png
places,faces,suppress,2,right,1,uncued,NA,9,4,0,stimuli/images/places/alamo.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/alamo.png
faces,places,suppress,3,right,1,novel,NA,10,5,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/distant_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/bill_clinton.png
faces,fruits,suppress,1,left,1,uncued,NA,11,5,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/honeydew_half.png
faces,fruits,replace,3,left,1,novel,places,12,4,0,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/gherkin.png,stimuli/images/faces/tim_tebow.png
places,fruits,suppress,1,left,1,uncued,NA,13,3,0,stimuli/images/places/danyang_bridge.png,stimuli/images/fruits/mixed_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes.png
faces,places,suppress,0,right,1,lure,NA,14,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/places/mount_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_fuji.png
fruits,faces,maintain,0,left,1,cued,NA,15,4,0,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/george_clooney.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/whole_pears.png
fruits,places,suppress,3,right,1,novel,NA,16,5,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/mediterranean_beach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/long_bridge.png
places,fruits,replace,3,right,1,novel,faces,17,4,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/macklemore.png,stimuli/images/fruits/leaning_pears02.png
fruits,places,suppress,0,left,1,lure,NA,18,3,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes02.png
