encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
fruits,faces,maintain,2,left,1,novel,NA,1,3,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/faces/macklemore.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ben_carson.png
fruits,places,suppress,0,left,1,lure,NA,2,5,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/unique_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/leaning_pears.png
faces,fruits,replace,3,left,1,novel,places,3,5,0,stimuli/images/faces/lebron.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/places/mount_everest.png,stimuli/images/fruits/apple06.png
fruits,faces,replace,0,right,1,lure,places,4,3,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/abby_wambach.png,stimuli/images/places/harvard.png,stimuli/images/faces/abby_wambach.png
faces,places,suppress,2,left,1,uncued,NA,5,5,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/gherkin.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gherkin.png
places,faces,suppress,2,left,1,uncued,NA,6,5,0,stimuli/images/places/aoraki.png,stimuli/images/faces/mila_kunis.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/mila_kunis.png
fruits,places,maintain,2,right,1,novel,NA,7,5,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/places/flatiron_building.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/jacques_bridge.png
places,faces,suppress,3,left,1,novel,NA,8,5,0,stimuli/images/places/piza.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/bill_clinton.png
places,fruits,maintain,1,left,1,uncued,NA,9,3,0,stimuli/images/places/skyway_bridge.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/honeydew_half.png
fruits,places,replace,3,right,1,novel,faces,10,4,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/jj_watt.png,stimuli/images/places/dome_of_the_rock.png
places,fruits,replace,2,left,1,uncued,faces,11,4,0,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/ryan_reynolds.png,stimuli/images/fruits/sliced_fuji.png
places,faces,maintain,0,left,1,cued,NA,12,4,0,stimuli/images/places/covered_bridge.png,stimuli/images/faces/kobe_bryant.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/covered_bridge.png
fruits,faces,maintain,3,right,1,novel,NA,13,5,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/faces/joe_biden.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/apple03b.png
faces,places,suppress,3,right,1,novel,NA,14,4,0,stimuli/images/faces/george_clooney.png,stimuli/images/places/royal_albert_hall.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/black_beach_iceland.png
places,fruits,replace,3,left,1,novel,faces,15,3,0,stimuli/images/places/matterhorn.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/alex_rodriguez.png,stimuli/images/places/sajama.png
places,faces,replace,1,right,1,replacement,fruits,16,4,0,stimuli/images/places/distant_mountains.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/watermelon.png,stimuli/images/fruits/watermelon.png
faces,fruits,maintain,1,right,1,uncued,NA,17,3,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/pear03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/rihanna.png
fruits,faces,suppress,1,left,1,uncued,NA,18,3,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/angela_merkel.png
faces,fruits,replace,2,right,1,uncued,places,19,4,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/whole_pears.png,stimuli/images/places/millau_bridge.png,stimuli/images/faces/scarlett_johansson.png
faces,places,replace,1,right,1,replacement,fruits,20,5,0,stimuli/images/faces/rand_paul.png,stimuli/images/places/alamo.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/fruits/mixed_grapes05.png
faces,fruits,suppress,0,left,1,lure,NA,21,3,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/penelope_cruz.png
faces,places,maintain,0,left,1,cued,NA,22,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/places/mount_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/brad_pitt.png
fruits,places,maintain,1,left,1,uncued,NA,23,3,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/mediterranean_beach.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/mediterranean_beach.png
places,fruits,suppress,0,right,1,lure,NA,24,4,1,stimuli/images/places/yellow_sand_beach.png,stimuli/images/fruits/pear05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/pear05.png
places,faces,suppress,0,right,2,lure,NA,1,3,0,stimuli/images/places/alamo.png,stimuli/images/faces/rand_paul.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/rand_paul.png
faces,fruits,replace,0,left,2,lure,places,2,4,0,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/pear03.png,stimuli/images/places/glass_bridge.png,stimuli/images/faces/kobe_bryant.png
faces,places,replace,3,right,2,novel,fruits,3,3,0,stimuli/images/faces/george_clooney.png,stimuli/images/places/aoraki.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/faces/danica_patrick.png
fruits,faces,suppress,2,left,2,uncued,NA,4,4,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/jj_watt.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/jj_watt.png
faces,fruits,maintain,2,right,2,novel,NA,5,3,0,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_pears.png
places,faces,replace,3,left,2,novel,fruits,6,3,0,stimuli/images/places/harvard.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/faces/michele_bachmann.png
fruits,places,maintain,3,left,2,novel,NA,7,5,0,stimuli/images/fruits/green_grapes.png,stimuli/images/places/royal_albert_hall.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/eiger.png
places,fruits,suppress,1,right,2,uncued,NA,8,4,0,stimuli/images/places/skyway_bridge.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/skyway_bridge.png
places,faces,replace,2,right,2,uncued,fruits,9,5,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/macklemore.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/yellow_sand_beach.png
places,faces,maintain,1,left,2,uncued,NA,10,4,0,stimuli/images/places/unique_mountains.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ryan_reynolds.png
faces,fruits,suppress,1,right,2,uncued,NA,11,3,0,stimuli/images/faces/lebron.png,stimuli/images/fruits/mixed_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/lebron.png
places,fruits,maintain,2,left,2,novel,NA,12,3,0,stimuli/images/places/mount_everest.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/black_beach_surf.png
fruits,places,suppress,2,left,2,uncued,NA,13,4,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/matterhorn.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/matterhorn.png
fruits,places,replace,0,right,2,lure,faces,14,5,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/mount_fuji.png,stimuli/images/faces/joe_biden.png,stimuli/images/places/mount_fuji.png
faces,places,replace,2,left,2,uncued,fruits,15,5,0,stimuli/images/faces/alex_rodriguez.png,stimuli/images/places/danyang_bridge.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/danyang_bridge.png
fruits,faces,replace,1,left,2,replacement,places,16,5,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/distant_mountains.png,stimuli/images/places/distant_mountains.png
fruits,faces,maintain,0,right,2,cued,NA,17,3,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/scarlett_johansson.png
fruits,places,suppress,1,left,2,uncued,NA,18,5,0,stimuli/images/fruits/watermelon.png,stimuli/images/places/millau_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/millau_bridge.png
faces,fruits,maintain,3,left,2,novel,NA,19,4,0,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/sliced_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/mixed_grapes04.png
places,fruits,replace,0,left,2,lure,faces,20,5,0,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/pear05.png,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/flatiron_building.png
places,fruits,maintain,3,right,2,novel,NA,21,4,0,stimuli/images/places/piza.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/costa_rica_mountain.png
fruits,faces,suppress,3,right,2,novel,NA,22,5,0,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/brad_pitt.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/madonna.png
faces,places,maintain,1,left,2,uncued,NA,23,4,0,stimuli/images/faces/rihanna.png,stimuli/images/places/covered_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/covered_bridge.png
faces,places,suppress,0,left,2,lure,NA,24,3,1,stimuli/images/faces/mila_kunis.png,stimuli/images/places/mediterranean_beach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/mila_kunis.png
faces,places,maintain,3,left,3,novel,NA,1,4,0,stimuli/images/faces/george_clooney.png,stimuli/images/places/aoraki.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/condoleezza_rice.png
fruits,faces,maintain,1,left,3,uncued,NA,2,4,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/zoe_saldana.png
faces,fruits,suppress,3,left,3,novel,NA,3,5,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/pear03.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cantaloupe.png
places,faces,maintain,3,left,3,novel,NA,4,3,0,stimuli/images/places/alamo.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/venus_williams.png
fruits,faces,replace,2,right,3,uncued,places,5,3,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/joe_biden.png,stimuli/images/places/unique_mountains.png,stimuli/images/fruits/halved_watermelon02.png
faces,fruits,maintain,0,right,3,cued,NA,6,5,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_cantaloupe.png
places,faces,suppress,1,right,3,uncued,NA,7,4,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/royal_albert_hall.png
faces,places,suppress,1,right,3,uncued,NA,8,4,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/harvard.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/justin_bieber.png
fruits,places,replace,2,right,3,uncued,faces,9,3,0,stimuli/images/fruits/whole_pears.png,stimuli/images/places/piza.png,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/whole_pears.png
places,fruits,replace,1,right,3,replacement,faces,10,5,0,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/faces/rand_paul.png,stimuli/images/faces/rand_paul.png
faces,fruits,replace,1,right,3,replacement,places,11,3,0,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/places/danyang_bridge.png,stimuli/images/places/danyang_bridge.png
fruits,places,suppress,3,right,3,novel,NA,12,5,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/mount_everest.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/fresh_pear.png
places,fruits,suppress,3,right,3,novel,NA,13,4,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/fresh_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/black_grapes02.png
fruits,faces,replace,3,right,3,novel,places,14,5,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/cut_pears02.png
faces,places,replace,0,right,3,lure,fruits,15,5,0,stimuli/images/faces/jj_watt.png,stimuli/images/places/skyway_bridge.png,stimuli/images/fruits/green_grapes.png,stimuli/images/places/skyway_bridge.png
fruits,faces,suppress,0,right,3,lure,NA,16,4,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/faces/rihanna.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/rihanna.png
fruits,places,maintain,0,right,3,cued,NA,17,3,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/mount_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/mount_fuji.png
places,fruits,suppress,2,left,3,uncued,NA,18,3,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes05.png
faces,fruits,suppress,2,right,3,uncued,NA,19,4,0,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/kobe_bryant.png
places,fruits,maintain,0,left,3,cued,NA,20,3,0,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/watermelon.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/millau_bridge.png
faces,places,maintain,2,right,3,novel,NA,21,3,0,stimuli/images/faces/lebron.png,stimuli/images/places/matterhorn.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/bruno_mars.png
